document_id,title,extraction_type,confidence,extracted_value,extraction_tags
1101b65c-c272-498a-8487-c34a65e1de28,A8-Customer learning.pdf,recommendations,0.7,What was the most impactful thing that you learned?  I’d have to pick two:,auto_backfill|content_heuristic
1101b65c-c272-498a-8487-c34a65e1de28,A8-Customer learning.pdf,recommendations,0.7,Where will you apply this to your role?,auto_backfill|content_heuristic
0927bfca-40e5-4e56-a77e-37253847a8d5,A8-Decision-Making Framework.pdf,recommendations,0.7,Etc.,auto_backfill|content_heuristic
0927bfca-40e5-4e56-a77e-37253847a8d5,A8-Decision-Making Framework.pdf,recommendations,0.7,Opportunities	this	creates	are.....,auto_backfill|content_heuristic
0927bfca-40e5-4e56-a77e-37253847a8d5,A8-Decision-Making Framework.pdf,recommendations,0.7,Concerns	I	have	are.....,auto_backfill|content_heuristic
0927bfca-40e5-4e56-a77e-37253847a8d5,A8-Decision-Making Framework.pdf,recommendations,0.7,What	is	impact?,auto_backfill|content_heuristic
aeb91d4f-9a15-46c7-99e7-abc16a2ac0d8,A8-Declarations.pdf,recommendations,0.7,A business owner declaring an acquisition of another company,auto_backfill|content_heuristic
aeb91d4f-9a15-46c7-99e7-abc16a2ac0d8,A8-Declarations.pdf,recommendations,0.7,A company declaring a new product they will bring to market,auto_backfill|content_heuristic
aeb91d4f-9a15-46c7-99e7-abc16a2ac0d8,A8-Declarations.pdf,recommendations,0.7,President Kennedy declaring we will go to the moon,auto_backfill|content_heuristic
aeb91d4f-9a15-46c7-99e7-abc16a2ac0d8,A8-Declarations.pdf,recommendations,0.7,The declaration of marriage vows,auto_backfill|content_heuristic
aeb91d4f-9a15-46c7-99e7-abc16a2ac0d8,A8-Declarations.pdf,recommendations,0.7,The Declaration of Independence,auto_backfill|content_heuristic
d0f9612d-0f63-475d-adc2-c1c057aa6be6,A8-Gratitude Practice Homework.pdf,recommendations,0.7,Take ten minutes and write down what you are grateful for and why that is important to you using POTENT (previous page) as,auto_backfill|content_heuristic
d0f9612d-0f63-475d-adc2-c1c057aa6be6,A8-Gratitude Practice Homework.pdf,recommendations,0.7,Tell someone at work what you appreciate about them or acknowledge something positive they are doing and why that is,auto_backfill|content_heuristic
d0f9612d-0f63-475d-adc2-c1c057aa6be6,A8-Gratitude Practice Homework.pdf,recommendations,0.7,What value did this practice generate for you?,auto_backfill|content_heuristic
d0f9612d-0f63-475d-adc2-c1c057aa6be6,A8-Gratitude Practice Homework.pdf,recommendations,0.7,How did it impact your mood?,auto_backfill|content_heuristic
7af0d447-ae42-4d83-8dcb-ca909a9eb5e0,A8-Health&Safety-2016.pdf,recommendations,0.7,Engage public works employees in appropriate movement to prevent injury and pain,auto_backfill|content_heuristic
7af0d447-ae42-4d83-8dcb-ca909a9eb5e0,A8-Health&Safety-2016.pdf,recommendations,0.7,"Program is available to, and appropriate for, all employees",auto_backfill|content_heuristic
7af0d447-ae42-4d83-8dcb-ca909a9eb5e0,A8-Health&Safety-2016.pdf,recommendations,0.7,Embed program in the workday in a way that doesn’t interfere with tight schedule,auto_backfill|content_heuristic
7af0d447-ae42-4d83-8dcb-ca909a9eb5e0,A8-Health&Safety-2016.pdf,recommendations,0.7,Historically unengaged population – belief “this won’t work” for us,auto_backfill|content_heuristic
7af0d447-ae42-4d83-8dcb-ca909a9eb5e0,A8-Health&Safety-2016.pdf,recommendations,0.7,Time of disagreement with unions and leadership (many employees resentful),auto_backfill|content_heuristic
27e334b1-e1fe-456f-a07c-0403d1f8389e,A8-Leader Practice Kit.pdf,recommendations,0.7,Identify issue to resolve – where is their misalignment?,auto_backfill|content_heuristic
27e334b1-e1fe-456f-a07c-0403d1f8389e,A8-Leader Practice Kit.pdf,recommendations,0.7,What is the purpose of the current practice or activity?,auto_backfill|content_heuristic
27e334b1-e1fe-456f-a07c-0403d1f8389e,A8-Leader Practice Kit.pdf,recommendations,0.7,What are individual concerns?  Are there similar or different concerns?,auto_backfill|content_heuristic
27e334b1-e1fe-456f-a07c-0403d1f8389e,A8-Leader Practice Kit.pdf,recommendations,0.7,How does my part impact the team?,auto_backfill|content_heuristic
27e334b1-e1fe-456f-a07c-0403d1f8389e,A8-Leader Practice Kit.pdf,recommendations,0.7,Focus on what you are “for” versus “against”,auto_backfill|content_heuristic
8d04af8b-454d-4eea-b62f-7413160d3a31,A8-Methodology Summary.pdf,recommendations,0.7,Conversations for  Possibilities,auto_backfill|content_heuristic
8d04af8b-454d-4eea-b62f-7413160d3a31,A8-Methodology Summary.pdf,recommendations,0.7,Declarations,auto_backfill|content_heuristic
386f6dac-d978-41bf-8a7f-fd2824dfff72,A8-Project Launch Kit.pdf,recommendations,0.7,Awareness,auto_backfill|content_heuristic
386f6dac-d978-41bf-8a7f-fd2824dfff72,A8-Project Launch Kit.pdf,recommendations,0.7,Choice,auto_backfill|content_heuristic
386f6dac-d978-41bf-8a7f-fd2824dfff72,A8-Project Launch Kit.pdf,recommendations,0.7,Accountability,auto_backfill|content_heuristic
386f6dac-d978-41bf-8a7f-fd2824dfff72,A8-Project Launch Kit.pdf,recommendations,0.7,Honesty,auto_backfill|content_heuristic
386f6dac-d978-41bf-8a7f-fd2824dfff72,A8-Project Launch Kit.pdf,recommendations,0.7,Integrity,auto_backfill|content_heuristic
a05385b0-af21-4a43-b457-183443ae8b1e,A8-Supportive Tools.pdf,recommendations,0.7,Concern for the future (the reason for the assessment),auto_backfill|content_heuristic
a05385b0-af21-4a43-b457-183443ae8b1e,A8-Supportive Tools.pdf,recommendations,0.7,Domain (context in which the assessment is being held),auto_backfill|content_heuristic
a05385b0-af21-4a43-b457-183443ae8b1e,A8-Supportive Tools.pdf,recommendations,0.7,Supporting Assertions,auto_backfill|content_heuristic
a05385b0-af21-4a43-b457-183443ae8b1e,A8-Supportive Tools.pdf,recommendations,0.7,Standards,auto_backfill|content_heuristic
a05385b0-af21-4a43-b457-183443ae8b1e,A8-Supportive Tools.pdf,recommendations,0.7,Clearly communicates the future it is aiming for,auto_backfill|content_heuristic
ee43b56b-645c-4e86-8f6f-79a6850a53bc,A8_Leading a HP culture-09-22.pdf,recommendations,0.7,"The key role that a leader plays is to maintain focus on the declared mission, and to ensure that the",auto_backfill|content_heuristic
ee43b56b-645c-4e86-8f6f-79a6850a53bc,A8_Leading a HP culture-09-22.pdf,recommendations,0.7,Teams arise when a leader declares a mission and individuals commit to work together to fulfill that,auto_backfill|content_heuristic
ee43b56b-645c-4e86-8f6f-79a6850a53bc,A8_Leading a HP culture-09-22.pdf,recommendations,0.7,"Based on the above two points, it is evident that an essential element of teams is shared commitment.",auto_backfill|content_heuristic
ee43b56b-645c-4e86-8f6f-79a6850a53bc,A8_Leading a HP culture-09-22.pdf,recommendations,0.7,Sincerity (you mean what you say; your internal dialog is consistent with what you say to others),auto_backfill|content_heuristic
ee43b56b-645c-4e86-8f6f-79a6850a53bc,A8_Leading a HP culture-09-22.pdf,recommendations,0.7,"Competence and capability (you have the skills, resources and time to do what you say you will do)",auto_backfill|content_heuristic
d9ec0c7d-68c8-4efa-9190-d830e578d1f7,CLIENT ENGAGEMENT SAMPLES.pdf,recommendations,0.7,Engage with more,auto_backfill|content_heuristic
d9ec0c7d-68c8-4efa-9190-d830e578d1f7,CLIENT ENGAGEMENT SAMPLES.pdf,recommendations,0.7,Focus company resources,auto_backfill|content_heuristic
d9ec0c7d-68c8-4efa-9190-d830e578d1f7,CLIENT ENGAGEMENT SAMPLES.pdf,recommendations,0.7,Collaborate internally to,auto_backfill|content_heuristic
d9ec0c7d-68c8-4efa-9190-d830e578d1f7,CLIENT ENGAGEMENT SAMPLES.pdf,recommendations,0.7,Develop more distributed,auto_backfill|content_heuristic
d9ec0c7d-68c8-4efa-9190-d830e578d1f7,CLIENT ENGAGEMENT SAMPLES.pdf,recommendations,0.7,Engaging in challenging,auto_backfill|content_heuristic
161e51b0-baad-4379-8a15-cc4c39410b0b,Case Study - GROWW Transition Case Study #1.pdf,recommendations,0.7,An allowance framework for managing defined cash flows with demonstrated awareness of outflows – and accountability,auto_backfill|content_heuristic
161e51b0-baad-4379-8a15-cc4c39410b0b,Case Study - GROWW Transition Case Study #1.pdf,recommendations,0.7,A “learn to earn” philosophy whereby each child was expected to generate income above and beyond the allowance,auto_backfill|content_heuristic
161e51b0-baad-4379-8a15-cc4c39410b0b,Case Study - GROWW Transition Case Study #1.pdf,recommendations,0.7,"A financial education onboarding process for new family members, which encapsulated the training the family had",auto_backfill|content_heuristic
161e51b0-baad-4379-8a15-cc4c39410b0b,Case Study - GROWW Transition Case Study #1.pdf,recommendations,0.7,Continue our own learning journey and grow as people,auto_backfill|content_heuristic
161e51b0-baad-4379-8a15-cc4c39410b0b,Case Study - GROWW Transition Case Study #1.pdf,recommendations,0.7,"Provide tools, resources and shared experiences to support this journey",auto_backfill|content_heuristic
e04840ae-aef0-4165-9c66-7bef885378b2,Family Journey 2 copy.pdf,recommendations,0.7,on his terms.,auto_backfill|content_heuristic
e04840ae-aef0-4165-9c66-7bef885378b2,Family Journey 2 copy.pdf,recommendations,0.7,Key decision-maker on major investments,auto_backfill|content_heuristic
e04840ae-aef0-4165-9c66-7bef885378b2,Family Journey 2 copy.pdf,recommendations,0.7,Key subject-matter expert regarding land,auto_backfill|content_heuristic
e04840ae-aef0-4165-9c66-7bef885378b2,Family Journey 2 copy.pdf,recommendations,0.7,XXX’s manager,auto_backfill|content_heuristic
e04840ae-aef0-4165-9c66-7bef885378b2,Family Journey 2 copy.pdf,recommendations,0.7,Attend enterprise board meetings,auto_backfill|content_heuristic
98e615ed-b3fa-40c9-a503-e61c7bd103cd,GROWW Impact Academy_06.21.pdf,recommendations,0.7,"Discover how our intellect, body and emotion and their connectedness drives performance and our",auto_backfill|content_heuristic
98e615ed-b3fa-40c9-a503-e61c7bd103cd,GROWW Impact Academy_06.21.pdf,recommendations,0.7,Learn a tool to manage stress over time and be our most powerful (ability to respond to stimuli in,auto_backfill|content_heuristic
98e615ed-b3fa-40c9-a503-e61c7bd103cd,GROWW Impact Academy_06.21.pdf,recommendations,0.7,"Intentionally move from the comfort zone and into the learning zone, leading to new possibilities",auto_backfill|content_heuristic
98e615ed-b3fa-40c9-a503-e61c7bd103cd,GROWW Impact Academy_06.21.pdf,recommendations,0.7,Understand and break through limiting belief systems to reach new levels,auto_backfill|content_heuristic
98e615ed-b3fa-40c9-a503-e61c7bd103cd,GROWW Impact Academy_06.21.pdf,recommendations,0.7,"Experience the power of vulnerability in turbo-charging relationships, teams and community",auto_backfill|content_heuristic
10fc49de-89d0-491f-917c-4ff174c39c59,M&A Discussion.pdf,recommendations,0.7,Get lay of the land,auto_backfill|content_heuristic
10fc49de-89d0-491f-917c-4ff174c39c59,M&A Discussion.pdf,recommendations,0.7,Understand issues,auto_backfill|content_heuristic
10fc49de-89d0-491f-917c-4ff174c39c59,M&A Discussion.pdf,recommendations,0.7,Due diligence,auto_backfill|content_heuristic
10fc49de-89d0-491f-917c-4ff174c39c59,M&A Discussion.pdf,recommendations,0.7,"What works, doesn’t, what new",auto_backfill|content_heuristic
10fc49de-89d0-491f-917c-4ff174c39c59,M&A Discussion.pdf,recommendations,0.7,Limiting beliefs,auto_backfill|content_heuristic
9773bc92-40e5-4ff0-a5b7-e960cbc10767,Peer Innovation Kit.pdf,recommendations,0.7,Clearly communicates the future it is aiming for,auto_backfill|content_heuristic
9773bc92-40e5-4ff0-a5b7-e960cbc10767,Peer Innovation Kit.pdf,recommendations,0.7,Provides compelling reasons for you and others to want to reach that future,auto_backfill|content_heuristic
9773bc92-40e5-4ff0-a5b7-e960cbc10767,Peer Innovation Kit.pdf,recommendations,0.7,Engages and energizes,auto_backfill|content_heuristic
9773bc92-40e5-4ff0-a5b7-e960cbc10767,Peer Innovation Kit.pdf,recommendations,0.7,Has clear Conditions of Satisfaction,auto_backfill|content_heuristic
9773bc92-40e5-4ff0-a5b7-e960cbc10767,Peer Innovation Kit.pdf,recommendations,0.7,Leads to effective requests,auto_backfill|content_heuristic
b5b48307-ba38-492a-ad33-3d0971b8bbbd,Reflections.pdf,recommendations,0.7,Take five minutes and write down what you are grateful for and why that is important to you using,auto_backfill|content_heuristic
b5b48307-ba38-492a-ad33-3d0971b8bbbd,Reflections.pdf,recommendations,0.7,Tell someone at what you appreciate about them or acknowledge something positive they are,auto_backfill|content_heuristic
b5b48307-ba38-492a-ad33-3d0971b8bbbd,Reflections.pdf,recommendations,0.7,What value did this practice generate for you?,auto_backfill|content_heuristic
b5b48307-ba38-492a-ad33-3d0971b8bbbd,Reflections.pdf,recommendations,0.7,How did it impact your mood?,auto_backfill|content_heuristic
42499ab4-9fdf-4a44-923d-2c168eba1cbc,Sample Family Enterprise.pdf,recommendations,0.7,on his terms.,auto_backfill|content_heuristic
42499ab4-9fdf-4a44-923d-2c168eba1cbc,Sample Family Enterprise.pdf,recommendations,0.7,Key decision-maker on major investments,auto_backfill|content_heuristic
42499ab4-9fdf-4a44-923d-2c168eba1cbc,Sample Family Enterprise.pdf,recommendations,0.7,Key subject-matter expert regarding land,auto_backfill|content_heuristic
42499ab4-9fdf-4a44-923d-2c168eba1cbc,Sample Family Enterprise.pdf,recommendations,0.7,XXX’s manager,auto_backfill|content_heuristic
42499ab4-9fdf-4a44-923d-2c168eba1cbc,Sample Family Enterprise.pdf,recommendations,0.7,Attend enterprise board meetings,auto_backfill|content_heuristic
16f1a7ee-3936-4f5e-ae1f-aa5e928b63c5,Six steps to build a practice.pdf,recommendations,0.7,Capability/Outcome –,auto_backfill|content_heuristic
16f1a7ee-3936-4f5e-ae1f-aa5e928b63c5,Six steps to build a practice.pdf,recommendations,0.7,Why this is important to me -,auto_backfill|content_heuristic
16f1a7ee-3936-4f5e-ae1f-aa5e928b63c5,Six steps to build a practice.pdf,recommendations,0.7,How this gets me outside my cz -,auto_backfill|content_heuristic
16f1a7ee-3936-4f5e-ae1f-aa5e928b63c5,Six steps to build a practice.pdf,recommendations,0.7,When and how often –,auto_backfill|content_heuristic
16f1a7ee-3936-4f5e-ae1f-aa5e928b63c5,Six steps to build a practice.pdf,recommendations,0.7,The practice is.....,auto_backfill|content_heuristic
22bb0df7-c013-493b-aa51-0a48c3abadb6,Smiths DLT Discussion.pdf,recommendations,0.7,Improve individual awareness,auto_backfill|content_heuristic
22bb0df7-c013-493b-aa51-0a48c3abadb6,Smiths DLT Discussion.pdf,recommendations,0.7,Develop resilience,auto_backfill|content_heuristic
22bb0df7-c013-493b-aa51-0a48c3abadb6,Smiths DLT Discussion.pdf,recommendations,0.7,Seek and use feedback,auto_backfill|content_heuristic
22bb0df7-c013-493b-aa51-0a48c3abadb6,Smiths DLT Discussion.pdf,recommendations,0.7,Formulate strategy with customer in mind,auto_backfill|content_heuristic
22bb0df7-c013-493b-aa51-0a48c3abadb6,Smiths DLT Discussion.pdf,recommendations,0.7,Increase connection and trust,auto_backfill|content_heuristic
e668e0ef-b500-48bb-b792-a8d91cabb5c4,Team Alignment Kit.pdf,recommendations,0.7,Clarify context and/or concern being addressed,auto_backfill|content_heuristic
b6015e29-2f0a-4314-814c-1d3642554319,Team performance practices.pdf,recommendations,0.7,Concern for the future (the reason for the assessment),auto_backfill|content_heuristic
b6015e29-2f0a-4314-814c-1d3642554319,Team performance practices.pdf,recommendations,0.7,Domain (context in which the assessment is being held),auto_backfill|content_heuristic
b6015e29-2f0a-4314-814c-1d3642554319,Team performance practices.pdf,recommendations,0.7,Supporting Assertions,auto_backfill|content_heuristic
b6015e29-2f0a-4314-814c-1d3642554319,Team performance practices.pdf,recommendations,0.7,Standards (what assertions do I have that match the standards?),auto_backfill|content_heuristic
b6015e29-2f0a-4314-814c-1d3642554319,Team performance practices.pdf,recommendations,0.7,Being late for meetings,auto_backfill|content_heuristic
0ca249ef-b826-4529-86f9-4ec81d55ac68,A8 Customer Quotes.pdf,recommendations,0.75,Leverage customer testimonials to enhance marketing strategies and attract new participants to Activ8 programs.,auto_ai|recommendation_generated
0ca249ef-b826-4529-86f9-4ec81d55ac68,A8 Customer Quotes.pdf,recommendations,0.75,Develop targeted workshops focusing on leadership development and emotional intelligence to address specific client needs.,auto_ai|recommendation_generated
0ca249ef-b826-4529-86f9-4ec81d55ac68,A8 Customer Quotes.pdf,recommendations,0.75,Create a follow-up program for participants to track their personal and professional growth post-Activ8 sessions.,auto_ai|recommendation_generated
0ca249ef-b826-4529-86f9-4ec81d55ac68,A8 Customer Quotes.pdf,recommendations,0.75,Incorporate decision-making frameworks into the curriculum to further empower participants in their business roles.,auto_ai|recommendation_generated
0ca249ef-b826-4529-86f9-4ec81d55ac68,A8 Customer Quotes.pdf,recommendations,0.75,Facilitate peer networking opportunities for participants to share experiences and strategies for work-life balance.,auto_ai|recommendation_generated
0ca249ef-b826-4529-86f9-4ec81d55ac68,A8 Customer Quotes.pdf,recommendations,0.75,Utilize feedback from past participants to continuously refine and improve program content and delivery methods.,auto_ai|recommendation_generated
0ca249ef-b826-4529-86f9-4ec81d55ac68,A8 Customer Quotes.pdf,recommendations,0.75,Highlight success stories in promotional materials to illustrate the transformative impact of Activ8 programs.,auto_ai|recommendation_generated
0ca249ef-b826-4529-86f9-4ec81d55ac68,A8 Customer Quotes.pdf,recommendations,0.75,"Expand the program offerings to include specialized sessions for different industries, focusing on their unique challenges.",auto_ai|recommendation_generated
0ca249ef-b826-4529-86f9-4ec81d55ac68,A8 Customer Quotes.pdf,recommendations,0.75,Encourage participants to set measurable goals during the program to enhance accountability and track progress.,auto_ai|recommendation_generated
0ca249ef-b826-4529-86f9-4ec81d55ac68,A8 Customer Quotes.pdf,recommendations,0.75,Implement a mentorship program pairing past participants with new attendees to foster community and support.,auto_ai|recommendation_generated
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,recommendations,0.75,Leverage customer testimonials to enhance marketing strategies and attract new participants to Activ8 programs.,auto_ai|recommendation_generated
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,recommendations,0.75,Develop targeted workshops focusing on fear management and decision-making to address common participant challenges.,auto_ai|recommendation_generated
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,recommendations,0.75,Create a follow-up program to support participants in applying learned skills in both personal and professional contexts.,auto_ai|recommendation_generated
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,recommendations,0.75,Incorporate emotional intelligence training into existing leadership development modules to foster holistic growth.,auto_ai|recommendation_generated
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,recommendations,0.75,Utilize feedback from participants to continuously refine and improve program content and delivery methods.,auto_ai|recommendation_generated
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,recommendations,0.75,Promote the personal transformation aspect of Activ8 programs in outreach efforts to appeal to a broader audience.,auto_ai|recommendation_generated
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,recommendations,0.75,Encourage participants to share their success stories on social media to build community and inspire potential clients.,auto_ai|recommendation_generated
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,recommendations,0.75,Establish partnerships with organizations to offer tailored Activ8 programs that address specific industry needs.,auto_ai|recommendation_generated
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,recommendations,0.75,Implement a mentorship program connecting past participants with new attendees to enhance learning and accountability.,auto_ai|recommendation_generated
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,recommendations,0.75,Regularly assess the impact of Activ8 programs on participants' professional and personal lives to demonstrate value.,auto_ai|recommendation_generated
f2407573-ea89-4c85-a8e5-1b529618b3eb,A8-Advisor-1pgr.pdf,recommendations,0.75,Implement the ProjectWE digital platform to enhance personalized client support and engagement.,auto_ai|recommendation_generated
f2407573-ea89-4c85-a8e5-1b529618b3eb,A8-Advisor-1pgr.pdf,recommendations,0.75,Facilitate regular workshops focused on improving trust and communication among family members.,auto_ai|recommendation_generated
f2407573-ea89-4c85-a8e5-1b529618b3eb,A8-Advisor-1pgr.pdf,recommendations,0.75,Utilize the Activ8 Consulting services to identify and prioritize areas for innovation and growth.,auto_ai|recommendation_generated
