document_id,title,extraction_type,extracted_value,confidence,tags,created_at
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,IMPLEMENTATION_CONCEPT,Action-oriented goal setting,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:04:15.961Z
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,EVOLUTION_FINDING,"Activ8's programs are highly effective in driving significant personal and professional changes, as evidenced by testimonials describing life-changing experiences and improved interpersonal relationships.",0.9,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:04:29.350Z
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,EVOLUTION_FINDING,"The methodology emphasizes self-awareness, fear management, and strategic decision-making, which are critical in transforming participants from tactical to strategic roles within their organizations.",0.9,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:04:29.352Z
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,EVOLUTION_FINDING,"The delivery approach is uniquely packaged to make common-sense principles actionable, facilitating deep personal insights and goal-oriented transformations.",0.9,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:04:29.353Z
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,EVOLUTION_CONCEPT,Experiential transformation,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:04:29.353Z
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,EVOLUTION_CONCEPT,Strategic decision-making,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:04:29.354Z
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,EVOLUTION_CONCEPT,Self-awareness development,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:04:29.355Z
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,EVOLUTION_CONCEPT,Personal-professional integration,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:04:29.355Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,FOUNDATION_FINDING,"Emphasizes the distinction between responsibility and accountability, advocating for creating environments that foster accountability rather than merely assigning responsibility.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:04:35.780Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,FOUNDATION_FINDING,"Highlights barriers to organizational and individual performance during change, particularly the role of emotional and physical factors affecting willingness to adapt.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:04:35.782Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,FOUNDATION_FINDING,"Suggests that leadership should focus on creating supportive environments and tools that enable team members to set and meet performance standards, fostering high performance and accountability.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:04:35.783Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,FOUNDATION_CONCEPT,Accountability vs Responsibility,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:04:35.783Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,FOUNDATION_CONCEPT,Barriers to Performance,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:04:35.784Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,FOUNDATION_CONCEPT,Organizational Change,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:04:35.784Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,FOUNDATION_CONCEPT,Leadership Environment,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:04:35.785Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,FOUNDATION_CONCEPT,Employee Engagement,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:04:35.785Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,STRATEGIC_FINDING,Distinction between accountability and responsibility is critical; accountability involves personal ownership of organizational success beyond assigned tasks.,0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:04:41.058Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,STRATEGIC_FINDING,"Effective change management requires addressing emotional and physical factors influencing employees' willingness to adopt new behaviors, not just rational explanations.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:04:41.059Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,STRATEGIC_FINDING,Leadership effectiveness shifts from controlling execution to fostering environments where employees are empowered to set and commit to performance standards aligned with organizational goals.,0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:04:41.060Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,STRATEGIC_CONCEPT,Accountability versus Responsibility,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:04:41.061Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,STRATEGIC_CONCEPT,Change Management Barriers,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:04:41.061Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,STRATEGIC_CONCEPT,Leadership Environment and Culture,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:04:41.062Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,STRATEGIC_CONCEPT,Employee Engagement and Emotional Factors,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:04:41.062Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,STRATEGIC_CONCEPT,Organizational Alignment and Performance,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:04:41.063Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,IMPLEMENTATION_FINDING,"Accountability is a voluntary, internally-driven commitment to organizational success, while responsibility is externally assigned and task-focused; environments that foster accountability yield higher performance and adaptability.",0.85,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:04:51.291Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,IMPLEMENTATION_FINDING,"Implementation of transformational change often fails when leaders address only rational/logical aspects and neglect employees’ emotional and physical readiness, resulting in resistance and poor alignment.",0.85,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:04:51.293Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,IMPLEMENTATION_FINDING,"Leadership effectiveness at the implementation layer increases when leaders shift from controlling processes (responsibility) to enabling processes (accountability), empowering teams to commit to shared goals and adapt rapidly to change.",0.85,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:04:51.293Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,IMPLEMENTATION_CONCEPT,Accountability vs. Responsibility Distinction,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:04:51.294Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,IMPLEMENTATION_CONCEPT,Leadership Environment Design,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:04:51.294Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,IMPLEMENTATION_CONCEPT,Change Management Emotional Dynamics,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:04:51.295Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,IMPLEMENTATION_CONCEPT,Employee Engagement in Implementation,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:04:51.295Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,EVOLUTION_FINDING,"The distinction between accountability and responsibility is central to fostering high performance; accountability involves voluntary engagement and ownership of outcomes, while responsibility focuses on task completion.",0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:04:57.643Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,EVOLUTION_FINDING,"Transformational change is often hindered by a lack of attention to employees’ emotional and physical needs, leading to resistance and misalignment despite logical restructuring efforts.",0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:04:57.645Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,EVOLUTION_FINDING,"Leaders can enhance organizational adaptability by creating environments that promote accountability rather than controlling processes, which encourages voluntary commitment and innovation among employees.",0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:04:57.645Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,EVOLUTION_CONCEPT,Accountability vs. Responsibility,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:04:57.645Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,EVOLUTION_CONCEPT,Transformational Change Management,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:04:57.646Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,FOUNDATION_FINDING,"The document emphasizes collaborative practice improvement, focusing on trust, communication, and client outcomes.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:05:03.916Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,FOUNDATION_FINDING,"It highlights a structured approach to practice transformation through engagement, learning, and empowerment.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:05:03.917Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,FOUNDATION_FINDING,There are references to digital platforms and tools supporting advisor-client relationships and practice growth.,0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:05:03.917Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,FOUNDATION_CONCEPT,collaboration,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:05:03.917Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,FOUNDATION_CONCEPT,digital transformation,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:05:03.918Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,FOUNDATION_CONCEPT,trust-building,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:05:03.918Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,FOUNDATION_CONCEPT,client-advisor engagement,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:05:03.919Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,FOUNDATION_CONCEPT,practice development,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:05:03.919Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,STRATEGIC_FINDING,"The document promotes a collaborative advisory practice model aimed at elevating client experience through trust-building, breaking belief barriers, and fostering accountability.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:05:09.652Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,STRATEGIC_FINDING,"It integrates a structured transformational process with phases labeled Engage, Ignite, Learn, and Empower, emphasizing people, process, and structure.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:05:09.653Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,STRATEGIC_FINDING,"Digital enablement through the ProjectWE platform and Activ8 Consulting services supports personalized dashboards, education, community engagement, and customized innovation strategies.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:05:09.653Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,STRATEGIC_CONCEPT,collaborative advisory practice,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:05:09.654Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,STRATEGIC_CONCEPT,trust and communication,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:05:09.654Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,STRATEGIC_CONCEPT,client experience enhancement,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:05:09.655Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,STRATEGIC_CONCEPT,structured transformation process,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:05:09.655Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,STRATEGIC_CONCEPT,digital platform enablement,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:05:09.655Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,STRATEGIC_CONCEPT,capability development,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:05:09.656Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,STRATEGIC_CONCEPT,client-advisor engagement,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:05:09.656Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,IMPLEMENTATION_FINDING,"The document outlines a multi-layered implementation strategy for collaborative advisory practices, emphasizing structured phases (Engage, Ignite, Learn, Empower) to drive transformation.",0.85,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:05:17.099Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,IMPLEMENTATION_FINDING,"Distinct benefit streams are identified for clients, advisors, and teams/organizations, focusing on trust, accountability, adaptability, and capability development.",0.85,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:05:17.100Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,IMPLEMENTATION_FINDING,"Implementation relies on integrated digital tools (ProjectWE platform) and consulting services (Activ8 Consulting), providing personalized dashboards, roadmaps, education, and a collaborative advisor community.",0.85,WE_PROJECTS|IMPLEMENTATION|gpt5,2025-08-13T16:05:17.101Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,IMPLEMENTATION_CONCEPT,phased transformational process,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:05:17.102Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,IMPLEMENTATION_CONCEPT,personalized digital enablement,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:05:17.102Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,IMPLEMENTATION_CONCEPT,collaborative advisory structure,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:05:17.103Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,IMPLEMENTATION_CONCEPT,capability and trust development,0.9,WE_PROJECTS|IMPLEMENTATION|concept|gpt5,2025-08-13T16:05:17.104Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,EVOLUTION_FINDING,"The document presents an integrated approach to enhance client-advisor collaboration through a structured process involving Engage, Ignite, Learn, and Empower phases.",0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:05:25.428Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,EVOLUTION_FINDING,"There is a strong emphasis on developing trust and adaptability, which are crucial for improving client outcomes and differentiating advisory services in the market.",0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:05:25.431Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,EVOLUTION_FINDING,"Digital tools and personalized consulting services are central to the strategy, with a focus on providing tailored support and fostering a community of advisors.",0.85,WE_PROJECTS|EVOLUTION|gpt5,2025-08-13T16:05:25.433Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,EVOLUTION_CONCEPT,collaborative advisory enhancement,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:05:25.434Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,EVOLUTION_CONCEPT,structured transformational phases,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:05:25.434Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,EVOLUTION_CONCEPT,digital and personalized support integration,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:05:25.435Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,EVOLUTION_CONCEPT,trust and adaptability development,0.9,WE_PROJECTS|EVOLUTION|concept|gpt5,2025-08-13T16:05:25.436Z
76e1a8d1-9233-4503-9ea7-4cb46f409be4,A8-Ambition model.pdf,FOUNDATION_FINDING,"The document presents a holistic model of human development emphasizing the integration of intellect, body, emotion, and spirit.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:05:32.507Z
76e1a8d1-9233-4503-9ea7-4cb46f409be4,A8-Ambition model.pdf,FOUNDATION_FINDING,"The importance of self-awareness, self-management, and balanced engagement across human experience domains for personal growth and effective response to life situations.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:05:32.550Z
76e1a8d1-9233-4503-9ea7-4cb46f409be4,A8-Ambition model.pdf,FOUNDATION_FINDING,"It introduces the Ambition Model, focusing on awareness, assessment, and emotional states such as resentment, resignation, peace, and ambition.",0.85,WE_PROJECTS|FOUNDATION|gpt5,2025-08-13T16:05:32.550Z
76e1a8d1-9233-4503-9ea7-4cb46f409be4,A8-Ambition model.pdf,FOUNDATION_CONCEPT,holistic human development,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:05:32.551Z
76e1a8d1-9233-4503-9ea7-4cb46f409be4,A8-Ambition model.pdf,FOUNDATION_CONCEPT,"domains of human experience: intellect, body, emotion, spirit",0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:05:32.551Z
76e1a8d1-9233-4503-9ea7-4cb46f409be4,A8-Ambition model.pdf,FOUNDATION_CONCEPT,awareness-assessment-emotion cycle,0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:05:32.552Z
76e1a8d1-9233-4503-9ea7-4cb46f409be4,A8-Ambition model.pdf,FOUNDATION_CONCEPT,"emotional states: resentment, resignation, peace, ambition",0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:05:32.552Z
76e1a8d1-9233-4503-9ea7-4cb46f409be4,A8-Ambition model.pdf,FOUNDATION_CONCEPT,"power of awareness, choice, and accountability",0.9,WE_PROJECTS|FOUNDATION|concept|gpt5,2025-08-13T16:05:32.552Z
76e1a8d1-9233-4503-9ea7-4cb46f409be4,A8-Ambition model.pdf,STRATEGIC_FINDING,"The document emphasizes a holistic approach to human development integrating intellect, body, emotion, and spirit as interrelated domains critical for balanced living and effective leadership.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:05:39.325Z
76e1a8d1-9233-4503-9ea7-4cb46f409be4,A8-Ambition model.pdf,STRATEGIC_FINDING,"The Ambition Model provides a framework for self-awareness through assessment of situations as facts or possibilities, and positioning oneself by acceptance or opposition, which results in four emotional states: resentment, resignation, peace, and ambition.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:05:39.326Z
76e1a8d1-9233-4503-9ea7-4cb46f409be4,A8-Ambition model.pdf,STRATEGIC_FINDING,"Emotional intelligence components—self-awareness and self-management—are foundational for shifting from negative emotional states (resentment, resignation) to positive and productive ones (peace, ambition), enabling empowered responses and leadership presence.",0.85,WE_PROJECTS|STRATEGIC|gpt5,2025-08-13T16:05:39.330Z
76e1a8d1-9233-4503-9ea7-4cb46f409be4,A8-Ambition model.pdf,STRATEGIC_CONCEPT,holistic human development,0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:05:39.331Z
76e1a8d1-9233-4503-9ea7-4cb46f409be4,A8-Ambition model.pdf,STRATEGIC_CONCEPT,"domains of human experience: intellect, body, emotion, spirit",0.9,WE_PROJECTS|STRATEGIC|concept|gpt5,2025-08-13T16:05:39.331Z
